REPORTER_LAB,PARTNER_LAB,PRODUCT_LAB,FLOW_LAB,PERIOD_LAB,INDICATORS_LAB,INDICATOR_VALUE
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-06-01,VALUE_IN_EUROS,6389
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-07-01,VALUE_IN_EUROS,68
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-08-01,VALUE_IN_EUROS,11216
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-09-01,VALUE_IN_EUROS,2612
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-10-01,VALUE_IN_EUROS,313
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2016-12-01,VALUE_IN_EUROS,769240
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-01-01,VALUE_IN_EUROS,76
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-03-01,VALUE_IN_EUROS,11180
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-04-01,VALUE_IN_EUROS,6515
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-05-01,VALUE_IN_EUROS,807
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-06-01,VALUE_IN_EUROS,204
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-07-01,VALUE_IN_EUROS,4415
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-08-01,VALUE_IN_EUROS,59965
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-09-01,VALUE_IN_EUROS,2399
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2017-11-01,VALUE_IN_EUROS,406
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-01-01,VALUE_IN_EUROS,5689
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-02-01,VALUE_IN_EUROS,3340
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-03-01,VALUE_IN_EUROS,1330
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-06-01,VALUE_IN_EUROS,395805
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-07-01,VALUE_IN_EUROS,9148
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-08-01,VALUE_IN_EUROS,24599
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-09-01,VALUE_IN_EUROS,282713
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-10-01,VALUE_IN_EUROS,353007
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-11-01,VALUE_IN_EUROS,309
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2018-12-01,VALUE_IN_EUROS,1086540
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-01-01,VALUE_IN_EUROS,1263624
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-02-01,VALUE_IN_EUROS,44206
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-03-01,VALUE_IN_EUROS,39163
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-05-01,VALUE_IN_EUROS,48539
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-06-01,VALUE_IN_EUROS,107952
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-07-01,VALUE_IN_EUROS,829007
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-08-01,VALUE_IN_EUROS,219081
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-09-01,VALUE_IN_EUROS,221850
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-10-01,VALUE_IN_EUROS,312664
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-11-01,VALUE_IN_EUROS,500997
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2019-12-01,VALUE_IN_EUROS,283070
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-01-01,VALUE_IN_EUROS,889437
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-02-01,VALUE_IN_EUROS,176592
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-03-01,VALUE_IN_EUROS,252423
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-04-01,VALUE_IN_EUROS,354154
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-05-01,VALUE_IN_EUROS,150555
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-06-01,VALUE_IN_EUROS,468205
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-07-01,VALUE_IN_EUROS,603242
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-08-01,VALUE_IN_EUROS,579854
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-09-01,VALUE_IN_EUROS,586351
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-10-01,VALUE_IN_EUROS,14956
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-11-01,VALUE_IN_EUROS,268050
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2020-12-01,VALUE_IN_EUROS,633909
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-01-01,VALUE_IN_EUROS,458306
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-02-01,VALUE_IN_EUROS,878524
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-03-01,VALUE_IN_EUROS,691827
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-04-01,VALUE_IN_EUROS,29792
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-05-01,VALUE_IN_EUROS,714150
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-06-01,VALUE_IN_EUROS,1246197
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-07-01,VALUE_IN_EUROS,1591343
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-08-01,VALUE_IN_EUROS,1133270
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-09-01,VALUE_IN_EUROS,262188
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-10-01,VALUE_IN_EUROS,152673
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-11-01,VALUE_IN_EUROS,644284
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2021-12-01,VALUE_IN_EUROS,531280
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-01-01,VALUE_IN_EUROS,1085101
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-02-01,VALUE_IN_EUROS,1311179
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-03-01,VALUE_IN_EUROS,1320227
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-04-01,VALUE_IN_EUROS,423931
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-05-01,VALUE_IN_EUROS,164311
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-06-01,VALUE_IN_EUROS,558534
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-07-01,VALUE_IN_EUROS,386197
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-08-01,VALUE_IN_EUROS,864665
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-09-01,VALUE_IN_EUROS,201330
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-10-01,VALUE_IN_EUROS,2879499
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-11-01,VALUE_IN_EUROS,172099
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2022-12-01,VALUE_IN_EUROS,727683
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2023-01-01,VALUE_IN_EUROS,135393
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2023-02-01,VALUE_IN_EUROS,438815
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2023-03-01,VALUE_IN_EUROS,516020
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)",Macao,Electronic integrated circuits; parts thereof,EXPORT,2023-04-01,VALUE_IN_EUROS,123691
