Year,Quarter,Sector,Measure,Value,SE,Lower CI,Upper CI
2020,3,314,Strike or work stoppage,0.0,0.0,,
2020,3,314,Seasonal operations,D,D,,
2020,3,314,Environmental restrictions,0.0,0.0,,
2020,3,314,Other (actual production less than full production),24.5,13.7,,
2020,3,315,Building capital expenditures,0.0,0.0,,
2020,3,315,Machinery capital expenditures,0.0,0.0,,
2020,3,315,Building retirements,0.0,0.0,,
2020,3,315,Machinery retirements,D,D,,
2020,3,315,"Price changed, product mix same",15.7,11.4,,
2020,3,315,Revised estimation assumptions,D,D,,
2020,3,315,Change in method of operation,D,D,,
2020,3,315,Change in product mix or specifications,32.9,15.5,,
2020,3,315,Change in material input,D,D,,
2020,3,315,Other (full capacity: current vs. prior quarter),40.7,15.0,,
2020,3,315,Not profitable to operate at full capacity,21.6,14.1,,
2020,3,315,Insufficient supply of materials,10.9,9.1,,
2020,3,315,Insufficient orders,59.3,16.3,,
2020,3,315,Insufficient supply of labor,28.8,15.3,,
2020,3,315,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,315,Equipment limitations,D,D,,
2020,3,315,Storage limitations,D,D,,
2020,3,315,Logistics/transportation constraints,0.0,0.0,,
2020,3,315,Sufficient inventory of finished goods,3.7,2.9,,
2020,3,315,Strike or work stoppage,0.0,0.0,,
2020,3,315,Seasonal operations,18.3,14.8,,
2020,3,315,Environmental restrictions,D,D,,
2020,3,315,Other (actual production less than full production),52.4,16.4,,
2020,3,316,Building capital expenditures,0.0,0.0,,
2020,3,316,Machinery capital expenditures,D,D,,
2020,3,316,Building retirements,0.0,0.0,,
2020,3,316,Machinery retirements,0.0,0.0,,
2020,3,316,"Price changed, product mix same",D,D,,
2020,3,316,Revised estimation assumptions,0.0,0.0,,
2020,3,316,Change in method of operation,D,D,,
2020,3,316,Change in product mix or specifications,D,D,,
2020,3,316,Change in material input,0.0,0.0,,
2020,3,316,Other (full capacity: current vs. prior quarter),69.1,23.0,,
2020,3,316,Not profitable to operate at full capacity,0.0,0.0,,
2020,3,316,Insufficient supply of materials,77.1,14.7,,
2020,3,316,Insufficient orders,11.6,10.4,,
2020,3,316,Insufficient supply of labor,52.8,32.5,,
2020,3,316,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,316,Equipment limitations,D,D,,
2020,3,316,Storage limitations,0.0,0.0,,
2020,3,316,Logistics/transportation constraints,0.0,0.0,,
2020,3,316,Sufficient inventory of finished goods,0.0,0.0,,
2020,3,316,Strike or work stoppage,0.0,0.0,,
2020,3,316,Seasonal operations,0.0,0.0,,
2020,3,316,Environmental restrictions,D,D,,
2020,3,316,Other (actual production less than full production),20.2,16.7,,
2020,3,321,Building capital expenditures,5.0,3.4,,
2020,3,321,Machinery capital expenditures,11.1,4.6,,
2020,3,321,Building retirements,D,D,,
2020,3,321,Machinery retirements,D,D,,
2020,3,321,"Price changed, product mix same",27.9,5.8,,
2020,3,321,Revised estimation assumptions,8.1,4.0,,
2020,3,321,Change in method of operation,7.9,4.0,,
2020,3,321,Change in product mix or specifications,16.6,4.7,,
2020,3,321,Change in material input,11.7,4.4,,
2020,3,321,Other (full capacity: current vs. prior quarter),45.4,7.0,,
2020,3,321,Not profitable to operate at full capacity,9.2,3.6,,
2020,3,321,Insufficient supply of materials,21.6,5.4,,
2020,3,321,Insufficient orders,48.0,7.0,,
2020,3,321,Insufficient supply of labor,34.2,6.6,,
2020,3,321,Lack of sufficient fuel or energy,D,D,,
2020,3,321,Equipment limitations,4.6,2.6,,
2020,3,321,Storage limitations,7.7,4.1,,
2020,3,321,Logistics/transportation constraints,7.2,3.6,,
2020,3,321,Sufficient inventory of finished goods,7.4,3.7,,
2020,3,321,Strike or work stoppage,D,D,,
2020,3,321,Seasonal operations,8.4,3.7,,
2020,3,321,Environmental restrictions,D,D,,
2020,3,321,Other (actual production less than full production),32.1,6.7,,
2020,3,322,Building capital expenditures,0.0,0.0,,
2020,3,322,Machinery capital expenditures,2.7,1.6,,
2020,3,322,Building retirements,0.0,0.0,,
2020,3,322,Machinery retirements,D,D,,
2020,3,322,"Price changed, product mix same",14.4,8.1,,
2020,3,322,Revised estimation assumptions,15.2,8.2,,
2020,3,322,Change in method of operation,4.5,2.8,,
2020,3,322,Change in product mix or specifications,23.2,7.3,,
2020,3,322,Change in material input,0.0,0.0,,
2020,3,322,Other (full capacity: current vs. prior quarter),56.0,11.4,,
2020,3,322,Not profitable to operate at full capacity,12.0,6.3,,
2020,3,322,Insufficient supply of materials,7.0,4.9,,
2020,3,322,Insufficient orders,58.6,9.7,,
2020,3,322,Insufficient supply of labor,27.8,9.0,,
2020,3,322,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,322,Equipment limitations,13.9,6.7,,
2020,3,322,Storage limitations,5.5,4.7,,
2020,3,322,Logistics/transportation constraints,D,D,,
2020,3,322,Sufficient inventory of finished goods,6.4,4.8,,
2020,3,322,Strike or work stoppage,0.0,0.0,,
2020,3,322,Seasonal operations,D,D,,
2020,3,322,Environmental restrictions,0.0,0.0,,
2020,3,322,Other (actual production less than full production),38.3,9.5,,
2020,3,323,Building capital expenditures,0.0,0.0,,
2020,3,323,Machinery capital expenditures,19.4,7.9,,
2020,3,323,Building retirements,0.0,0.0,,
2020,3,323,Machinery retirements,0.0,0.0,,
2020,3,323,"Price changed, product mix same",8.7,5.5,,
2020,3,323,Revised estimation assumptions,D,D,,
2020,3,323,Change in method of operation,D,D,,
2020,3,323,Change in product mix or specifications,24.2,7.8,,
2020,3,323,Change in material input,D,D,,
2020,3,323,Other (full capacity: current vs. prior quarter),61.2,9.4,,
2020,3,323,Not profitable to operate at full capacity,4.1,2.6,,
2020,3,323,Insufficient supply of materials,0.0,0.0,,
2020,3,323,Insufficient orders,79.5,5.4,,
2020,3,323,Insufficient supply of labor,7.3,3.0,,
2020,3,323,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,323,Equipment limitations,4.0,2.2,,
2020,3,323,Storage limitations,D,D,,
2020,3,323,Logistics/transportation constraints,6.2,3.2,,
2020,3,323,Sufficient inventory of finished goods,D,D,,
2020,3,323,Strike or work stoppage,0.0,0.0,,
2020,3,323,Seasonal operations,D,D,,
2020,3,323,Environmental restrictions,D,D,,
2020,3,323,Other (actual production less than full production),33.3,6.3,,
2020,3,324,Building capital expenditures,D,D,,
2020,3,324,Machinery capital expenditures,22.6,19.0,,
2020,3,324,Building retirements,0.0,0.0,,
2020,3,324,Machinery retirements,D,D,,
2020,3,324,"Price changed, product mix same",9.0,4.2,,
2020,3,324,Revised estimation assumptions,D,D,,
2020,3,324,Change in method of operation,4.3,2.5,,
2020,3,324,Change in product mix or specifications,9.5,5.4,,
2020,3,324,Change in material input,D,D,,
2020,3,324,Other (full capacity: current vs. prior quarter),81.1,8.5,,
2020,3,324,Not profitable to operate at full capacity,5.4,2.6,,
2020,3,324,Insufficient supply of materials,D,D,,
2020,3,324,Insufficient orders,42.0,14.5,,
2020,3,324,Insufficient supply of labor,D,D,,
2020,3,324,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,324,Equipment limitations,2.2,1.1,,
2020,3,324,Storage limitations,D,D,,
2020,3,324,Logistics/transportation constraints,D,D,,
2020,3,324,Sufficient inventory of finished goods,1.2,0.6,,
2020,3,324,Strike or work stoppage,0.0,0.0,,
2020,3,324,Seasonal operations,2.9,2.3,,
2020,3,324,Environmental restrictions,D,D,,
2020,3,324,Other (actual production less than full production),53.1,14.7,,
2020,3,325,Building capital expenditures,1.0,0.7,,
2020,3,325,Machinery capital expenditures,9.9,4.2,,
2020,3,325,Building retirements,0.0,0.0,,
2020,3,325,Machinery retirements,4.6,3.0,,
2020,3,325,"Price changed, product mix same",22.9,5.3,,
2020,3,325,Revised estimation assumptions,23.7,5.8,,
2020,3,325,Change in method of operation,4.9,3.0,,
2020,3,325,Change in product mix or specifications,24.9,5.1,,
2020,3,325,Change in material input,7.0,3.3,,
2020,3,325,Other (full capacity: current vs. prior quarter),31.2,6.1,,
2020,3,325,Not profitable to operate at full capacity,9.6,3.1,,
2020,3,325,Insufficient supply of materials,14.5,4.1,,
2020,3,325,Insufficient orders,63.4,5.4,,
2020,3,325,Insufficient supply of labor,12.0,3.8,,
2020,3,325,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,325,Equipment limitations,9.0,3.3,,
2020,3,325,Storage limitations,4.9,2.5,,
2020,3,325,Logistics/transportation constraints,5.6,2.9,,
2020,3,325,Sufficient inventory of finished goods,11.6,3.5,,
2020,3,325,Strike or work stoppage,0.0,0.0,,
2020,3,325,Seasonal operations,5.9,2.7,,
2020,3,325,Environmental restrictions,1.0,0.8,,
2020,3,325,Other (actual production less than full production),33.3,5.4,,
2020,3,326,Building capital expenditures,D,D,,
2020,3,326,Machinery capital expenditures,4.8,3.0,,
2020,3,326,Building retirements,0.0,0.0,,
2020,3,326,Machinery retirements,0.0,0.0,,
2020,3,326,"Price changed, product mix same",15.0,5.1,,
2020,3,326,Revised estimation assumptions,13.9,5.1,,
2020,3,326,Change in method of operation,4.9,3.3,,
2020,3,326,Change in product mix or specifications,26.5,6.1,,
2020,3,326,Change in material input,0.0,0.0,,
2020,3,326,Other (full capacity: current vs. prior quarter),38.5,7.2,,
2020,3,326,Not profitable to operate at full capacity,D,D,,
2020,3,326,Insufficient supply of materials,3.0,1.6,,
2020,3,326,Insufficient orders,71.3,5.1,,
2020,3,326,Insufficient supply of labor,20.0,4.7,,
2020,3,326,Lack of sufficient fuel or energy,D,D,,
2020,3,326,Equipment limitations,3.8,1.6,,
2020,3,326,Storage limitations,2.0,1.6,,
2020,3,326,Logistics/transportation constraints,D,D,,
2020,3,326,Sufficient inventory of finished goods,5.4,2.5,,
2020,3,326,Strike or work stoppage,0.0,0.0,,
2020,3,326,Seasonal operations,5.2,2.7,,
2020,3,326,Environmental restrictions,0.0,0.0,,
2020,3,326,Other (actual production less than full production),27.1,5.2,,
2020,3,327,Building capital expenditures,D,D,,
2020,3,327,Machinery capital expenditures,2.1,1.4,,
2020,3,327,Building retirements,D,D,,
2020,3,327,Machinery retirements,D,D,,
2020,3,327,"Price changed, product mix same",5.6,2.5,,
2020,3,327,Revised estimation assumptions,17.2,6.4,,
2020,3,327,Change in method of operation,D,D,,
2020,3,327,Change in product mix or specifications,22.2,6.8,,
2020,3,327,Change in material input,5.0,3.5,,
2020,3,327,Other (full capacity: current vs. prior quarter),64.2,7.5,,
2020,3,327,Not profitable to operate at full capacity,8.8,3.6,,
2020,3,327,Insufficient supply of materials,8.3,3.8,,
2020,3,327,Insufficient orders,70.1,6.2,,
2020,3,327,Insufficient supply of labor,14.5,5.0,,
2020,3,327,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,327,Equipment limitations,9.3,3.5,,
2020,3,327,Storage limitations,0.9,0.4,,
2020,3,327,Logistics/transportation constraints,5.0,3.0,,
2020,3,327,Sufficient inventory of finished goods,7.1,3.7,,
2020,3,327,Strike or work stoppage,0.0,0.0,,
2020,3,327,Seasonal operations,7.5,3.8,,
2020,3,327,Environmental restrictions,D,D,,
2020,3,327,Other (actual production less than full production),14.3,4.5,,
2020,3,331,Building capital expenditures,1.0,0.6,,
2020,3,331,Machinery capital expenditures,3.4,1.6,,
2020,3,331,Building retirements,0.0,0.0,,
2020,3,331,Machinery retirements,0.0,0.0,,
2020,3,331,"Price changed, product mix same",19.0,7.6,,
2020,3,331,Revised estimation assumptions,13.9,8.9,,
2020,3,331,Change in method of operation,0.4,0.1,,
2020,3,331,Change in product mix or specifications,15.6,6.6,,
2020,3,331,Change in material input,14.0,8.8,,
2020,3,331,Other (full capacity: current vs. prior quarter),40.3,11.6,,
2020,3,331,Not profitable to operate at full capacity,12.7,5.9,,
2020,3,331,Insufficient supply of materials,5.4,4.5,,
2020,3,331,Insufficient orders,75.6,7.3,,
2020,3,331,Insufficient supply of labor,18.9,6.9,,
2020,3,331,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,331,Equipment limitations,5.5,4.5,,
2020,3,331,Storage limitations,D,D,,
2020,3,331,Logistics/transportation constraints,D,D,,
2020,3,331,Sufficient inventory of finished goods,10.7,5.8,,
2020,3,331,Strike or work stoppage,D,D,,
2020,3,331,Seasonal operations,0.0,0.0,,
2020,3,331,Environmental restrictions,0.0,0.0,,
2020,3,331,Other (actual production less than full production),40.8,9.0,,
2020,3,332,Building capital expenditures,1.6,1.1,,
2020,3,332,Machinery capital expenditures,7.1,2.3,,
2020,3,332,Building retirements,0.0,0.0,,
2020,3,332,Machinery retirements,4.0,1.7,,
2020,3,332,"Price changed, product mix same",5.2,1.9,,
2020,3,332,Revised estimation assumptions,14.6,3.1,,
2020,3,332,Change in method of operation,7.2,2.3,,
2020,3,332,Change in product mix or specifications,23.1,3.6,,
2020,3,332,Change in material input,5.6,2.0,,
2020,3,332,Other (full capacity: current vs. prior quarter),45.9,4.4,,
2020,3,332,Not profitable to operate at full capacity,6.8,1.7,,
2020,3,332,Insufficient supply of materials,5.7,1.6,,
2020,3,332,Insufficient orders,76.2,2.9,,
2020,3,332,Insufficient supply of labor,19.6,2.7,,
2020,3,332,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,332,Equipment limitations,5.6,1.6,,
2020,3,332,Storage limitations,3.5,1.3,,
2020,3,332,Logistics/transportation constraints,1.4,0.7,,
2020,3,332,Sufficient inventory of finished goods,3.8,1.3,,
2020,3,332,Strike or work stoppage,2.0,1.0,,
2020,3,332,Seasonal operations,2.1,1.0,,
2020,3,332,Environmental restrictions,1.5,0.8,,
2020,3,332,Other (actual production less than full production),28.4,3.1,,
2020,3,333,Building capital expenditures,5.0,2.5,,
2020,3,333,Machinery capital expenditures,7.6,3.0,,
2020,3,333,Building retirements,0.0,0.0,,
2020,3,333,Machinery retirements,D,D,,
2020,3,333,"Price changed, product mix same",8.9,3.5,,
2020,3,333,Revised estimation assumptions,24.6,5.1,,
2020,3,333,Change in method of operation,2.8,1.9,,
2020,3,333,Change in product mix or specifications,23.2,4.8,,
2020,3,333,Change in material input,8.9,3.5,,
2020,3,333,Other (full capacity: current vs. prior quarter),37.8,5.8,,
2020,3,333,Not profitable to operate at full capacity,7.6,2.6,,
2020,3,333,Insufficient supply of materials,12.9,3.4,,
2020,3,333,Insufficient orders,78.5,4.0,,
2020,3,333,Insufficient supply of labor,16.7,3.6,,
2020,3,333,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,333,Equipment limitations,7.3,2.7,,
2020,3,333,Storage limitations,1.5,1.2,,
2020,3,333,Logistics/transportation constraints,2.8,1.5,,
2020,3,333,Sufficient inventory of finished goods,3.2,1.6,,
2020,3,333,Strike or work stoppage,0.0,0.0,,
2020,3,333,Seasonal operations,5.5,2.0,,
2020,3,333,Environmental restrictions,D,D,,
2020,3,333,Other (actual production less than full production),23.8,4.1,,
2020,3,334,Building capital expenditures,9.3,5.0,,
2020,3,334,Machinery capital expenditures,5.0,2.8,,
2020,3,334,Building retirements,0.0,0.0,,
2020,3,334,Machinery retirements,D,D,,
2020,3,334,"Price changed, product mix same",8.4,4.6,,
2020,3,334,Revised estimation assumptions,12.5,6.1,,
2020,3,334,Change in method of operation,8.0,4.9,,
2020,3,334,Change in product mix or specifications,28.1,7.8,,
2020,3,334,Change in material input,10.2,5.5,,
2020,3,334,Other (full capacity: current vs. prior quarter),47.9,9.2,,
2020,3,334,Not profitable to operate at full capacity,5.5,3.1,,
2020,3,334,Insufficient supply of materials,20.9,5.6,,
2020,3,334,Insufficient orders,77.7,5.7,,
2020,3,334,Insufficient supply of labor,10.6,4.0,,
2020,3,334,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,334,Equipment limitations,1.8,1.0,,
2020,3,334,Storage limitations,D,D,,
2020,3,334,Logistics/transportation constraints,4.8,3.1,,
2020,3,334,Sufficient inventory of finished goods,4.9,2.7,,
2020,3,334,Strike or work stoppage,0.0,0.0,,
2020,3,334,Seasonal operations,3.9,2.6,,
2020,3,334,Environmental restrictions,D,D,,
2020,3,334,Other (actual production less than full production),24.0,6.0,,
2020,3,335,Building capital expenditures,D,D,,
2020,3,335,Machinery capital expenditures,13.7,7.9,,
2020,3,335,Building retirements,0.0,0.0,,
2020,3,335,Machinery retirements,D,D,,
2020,3,335,"Price changed, product mix same",13.9,7.9,,
2020,3,335,Revised estimation assumptions,18.5,8.9,,
2020,3,335,Change in method of operation,D,D,,
2020,3,335,Change in product mix or specifications,32.2,10.3,,
2020,3,335,Change in material input,0.0,0.0,,
2020,3,335,Other (full capacity: current vs. prior quarter),46.4,11.5,,
2020,3,335,Not profitable to operate at full capacity,14.0,6.4,,
2020,3,335,Insufficient supply of materials,25.8,7.9,,
2020,3,335,Insufficient orders,69.1,7.9,,
2020,3,335,Insufficient supply of labor,22.2,7.3,,
2020,3,335,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,335,Equipment limitations,8.1,4.5,,
2020,3,335,Storage limitations,D,D,,
2020,3,335,Logistics/transportation constraints,D,D,,
2020,3,335,Sufficient inventory of finished goods,4.9,3.9,,
2020,3,335,Strike or work stoppage,0.0,0.0,,
2020,3,335,Seasonal operations,D,D,,
2020,3,335,Environmental restrictions,D,D,,
2020,3,335,Other (actual production less than full production),23.7,7.5,,
2020,3,336,Building capital expenditures,9.6,5.2,,
2020,3,336,Machinery capital expenditures,13.4,5.8,,
2020,3,336,Building retirements,D,D,,
2020,3,336,Machinery retirements,D,D,,
2020,3,336,"Price changed, product mix same",9.3,4.7,,
2020,3,336,Revised estimation assumptions,14.5,5.9,,
2020,3,336,Change in method of operation,6.7,4.3,,
2020,3,336,Change in product mix or specifications,18.2,6.4,,
2020,3,336,Change in material input,D,D,,
2020,3,336,Other (full capacity: current vs. prior quarter),58.7,8.2,,
2020,3,336,Not profitable to operate at full capacity,9.9,4.1,,
2020,3,336,Insufficient supply of materials,17.5,5.5,,
2020,3,336,Insufficient orders,58.9,7.1,,
2020,3,336,Insufficient supply of labor,23.4,6.3,,
2020,3,336,Lack of sufficient fuel or energy,0.0,0.0,,
2020,3,336,Equipment limitations,7.6,3.8,,
2020,3,336,Storage limitations,5.5,3.3,,
2020,3,336,Logistics/transportation constraints,5.1,3.0,,
2020,3,336,Sufficient inventory of finished goods,2.7,2.4,,
2020,3,336,Strike or work stoppage,D,D,,
2020,3,336,Seasonal operations,D,D,,
2020,3,336,Environmental restrictions,0.2,0.1,,
